category,priority,year,month,latitude,longitude,district
TROOP N AREA - BUSINESS - RESIDENCE CHECK,1,2018,10,29.95548226,-90.06487755,8
AUTO ACCIDENT,1,2018,10,29.94276125,-90.11210194,2
DISTURBANCE (OTHER),1,2018,10,29.97597546,-90.04780871,5
BUSINESS CHECK,1,2018,10,30.04355749,-89.96173256,7
RETURN FOR ADDITIONAL INFO,1,2018,10,29.95542795,-90.06687159,8
AREA CHECK,1,2018,10,30.01718249,-90.10128725,3
COMPLAINT OTHER,1,2018,10,29.97099117,-90.10642911,3
"BURGLAR ALARM, SILENT",2,2018,10,29.91498055,-90.0013445,4
"BURGLAR ALARM, SILENT",1,2018,10,29.91956086,-89.97850797,4
DISTURBANCE (OTHER),2,2018,10,29.97749655,-90.0828575,1
AUTO ACCIDENT WITH INJURY,2,2018,10,29.95360938,-90.08239274,8
COMPLAINT OTHER,1,2018,10,29.95625195,-90.06322251,8
TRAFFIC INCIDENT,1,2018,10,29.97020457,-90.07515781,1
TRAFFIC INCIDENT,1,2018,10,29.9375179,-90.09087429,6
DRUG VIOLATIONS,1,2018,10,29.96492167,-90.07093571,1
TRAFFIC INCIDENT,1,2018,10,29.97169711,-90.0680713,1
THEFT,1,2018,10,29.92378993,-90.13134425,2
COMPLAINT OTHER,1,2018,10,29.97619187,-90.06345304,5
MENTAL PATIENT,2,2018,10,0,0,7
COMPLAINT OTHER,1,2018,10,29.96989253,-90.06865977,1
SUSPICIOUS PERSON,2,2018,10,29.92143451,-90.09517292,6
AREA CHECK,1,2018,10,30.04178605,-89.91385604,7
COMPLAINT OTHER,1,2018,10,29.95422179,-90.0694661,8
WARR STOP WITH RELEASE,0,2018,10,29.9375179,-90.09087429,6
COMPLAINT OTHER,1,2018,10,29.96360688,-90.07227414,1
AUTO ACCIDENT,1,2018,10,29.9603254,-90.11590702,2
THEFT BY FRAUD,0,2018,10,29.95646946,-90.06736831,8
BUSINESS CHECK,1,2018,10,29.94541421,-90.0424587,4
TRAFFIC INCIDENT,1,2018,10,29.95581144,-90.07273599,1
"BURGLAR ALARM, SILENT",1,2018,10,29.98048129,-90.08157799,1
VIOLATION OF PROTECTION ORDER,1,2018,10,29.95947121,-90.06060284,8
SUSPICIOUS PERSON,2,2018,10,30.07109915,-89.94346866,7
SUSPICIOUS PERSON,1,2018,10,29.97170395,-90.11814881,3
LOST PROPERTY,0,2018,10,29.97475024,-90.09997189,1
HIT & RUN,1,2018,10,29.91307339,-90.00122989,4
RETURN FOR ADDITIONAL INFO,1,2018,10,29.94983828,-90.03189416,4
DISTURBANCE (OTHER),1,2018,10,30.06706777,-89.94373361,7
RESIDENCE CHECK,1,2018,10,29.9353391,-90.11314407,2
"BURGLAR ALARM, SILENT",1,2018,10,29.97645794,-90.08425029,1
MUNICIPAL ATTACHMENT,1,2018,10,30.06897262,-89.81554207,7
AREA CHECK,1,2018,10,29.92366861,-89.98460955,4
DISTURBANCE (OTHER),2,2018,10,29.92584555,-90.08624331,6
COMPLAINT OTHER,1,2018,10,29.94983828,-90.03189416,4
TRAFFIC INCIDENT,1,2018,10,29.95089509,-90.10087379,2
DISTURBANCE (OTHER),1,2018,10,29.94290492,-90.0806812,6
FIGHT,2,2018,10,29.99443765,-90.03647265,5
DRUG VIOLATIONS,1,2018,10,29.93699407,-90.08308397,6
COMPLAINT OTHER,1,2018,10,30.01062717,-90.08280157,3
BUSINESS CHECK,1,2018,10,29.97525546,-90.09007114,1
HIT & RUN,1,2018,10,29.96218432,-90.07476723,1
DISTURBANCE (OTHER),1,2018,10,30.00028358,-90.05882849,3
BICYCLE THEFT,0,2018,10,29.96104194,-90.06363237,8
AUTO ACCIDENT,1,2018,10,29.98055553,-90.09404284,1
AREA CHECK,1,2018,10,30.00424656,-90.10153482,3
MISSING ADULT,1,2018,10,29.9704739,-90.05660576,5
AREA CHECK,1,2018,10,29.97772716,-90.09655141,1
TRAFFIC INCIDENT,1,2018,10,29.96774875,-90.07728491,1
AREA CHECK,1,2018,10,30.01005717,-90.10309509,3
DOMESTIC DISTURBANCE,2,2018,10,0.0,0.0,0
TRAFFIC INCIDENT,1,2018,10,29.96413298,-90.07304389,1
"BURGLAR ALARM, SILENT",2,2018,10,30.0050755,-90.11782689,3
COMPLAINT OTHER,1,2018,10,29.96399,-90.05749,8
AREA CHECK,1,2018,10,29.90451234,-89.99187264,4
COMPLAINT OTHER,2,2018,10,30.05356044,-89.94725242,7
COMPLAINT OTHER,1,2018,10,30.0174126,-90.05168738,3
AGGRAVATED ASSAULT DOMESTIC,2,2018,10,29.97292899,-90.0370566,5
MISSING JUVENILE,1,2018,10,0,0,7
COMPLAINT OTHER,1,2018,10,29.97306312,-90.05878671,5
MEDICAL,2,2018,10,0,0,3
LOST PROPERTY,0,2018,10,29.93043495,-90.07083187,6
AUTO ACCIDENT,1,2018,10,29.95593717,-90.10571072,2
AREA CHECK,1,2018,10,29.97438781,-90.10060076,1
AUTO ACCIDENT,1,2018,10,29.97760379,-90.08044968,1
RETURN FOR ADDITIONAL INFO,1,2018,10,29.99603837,-90.07360944,3
UNAUTHORIZED USE OF VEHICLE,1,2018,10,29.96375994,-90.08881985,1
WARR STOP WITH RELEASE,0,2018,10,29.94986107,-90.1023398,2
WARR STOP WITH RELEASE,0,2018,10,29.94986107,-90.1023398,2
AUTO ACCIDENT,1,2018,10,29.95373142,-90.12300412,2
COMPLAINT OTHER,1,2018,10,29.92439798,-90.10792144,2
COMPLAINT OTHER,1,2018,10,29.93893475,-90.05291878,4
AREA CHECK,1,2018,10,30.04166208,-89.99550857,7
WARR STOP WITH RELEASE,0,2018,10,29.95089509,-90.10087379,2
LOST PROPERTY,0,2018,10,30.04304,-89.97988826,7
MUNICIPAL ATTACHMENT,1,2018,10,29.93699407,-90.08308397,6
MUNICIPAL ATTACHMENT,1,2018,10,29.93699407,-90.08308397,6
AUTO ACCIDENT WITH INJURY,2,2018,10,29.95794502,-90.0210085,5
RETURN FOR ADDITIONAL INFO,1,2018,10,30.00540813,-90.07471359,3
AUTO ACCIDENT WITH INJURY,2,2018,10,29.95794502,-90.0210085,5
COMPLAINT OTHER,1,2018,10,30.04225027,-89.98099525,7
TRAFFIC INCIDENT,1,2018,10,29.96403713,-90.1038809,6
SIMPLE BATTERY DOMESTIC,1,2018,10,29.95875945,-90.07311593,1
HIT & RUN,1,2018,10,29.93853253,-90.09176656,6
DISTURBANCE (OTHER),1,2018,10,29.96453109,-90.03840962,5
AREA CHECK,1,2018,10,29.99029702,-90.10545478,3
DISTURBANCE (OTHER),1,2018,10,29.96689562,-90.08578603,1
DOMESTIC DISTURBANCE,2,2018,10,30.07216311,-89.94317865,7
PROWLER,2,2018,10,29.94619458,-90.07857132,6
DISTURBANCE (OTHER),1,2018,10,29.90928228,-89.99338336,4
CRIMINAL DAMAGE DOMESTIC,2,2018,10,29.9435674,-90.08035842,6
COMPLAINT OTHER,1,2018,10,29.95492178,-90.05060865,4
DISTURBANCE (OTHER),1,2018,10,29.98088252,-90.07062052,1
COMPLAINT OTHER,1,2018,10,29.96809223,-90.11088371,2
DISTURBANCE (OTHER),1,2018,10,30.03740147,-89.98798365,7
TRAFFIC INCIDENT,1,2018,10,29.96089438,-90.10231182,6
SUSPICIOUS PERSON,2,2018,10,29.96743185,-90.0746935,1
DISTURBANCE (OTHER),1,2018,10,30.01494635,-90.02021469,7
TRAFFIC INCIDENT,1,2018,10,29.9706371,-90.11727567,2
DISTURBANCE (OTHER),1,2018,10,29.97749874,-90.09972215,3
MUNICIPAL ATTACHMENT,1,2018,10,29.95713155,-90.07271931,1
COMPLAINT OTHER,1,2018,10,29.94100912,-90.09652743,6
COMPLAINT OTHER,1,2018,10,29.95437985,-90.06495858,8
DOMESTIC DISTURBANCE,2,2018,10,29.97966144,-90.05330337,5
DISTURBANCE (OTHER),2,2018,10,29.97396412,-90.05681669,5
AREA CHECK,1,2018,10,29.97765834,-90.09601327,1
SIMPLE BATTERY,1,2018,10,29.97772959,-90.06218085,5
DISTURBANCE (OTHER),1,2018,10,29.98393784,-90.1021714,3
AUTO ACCIDENT,1,2018,10,29.96093178,-90.10127098,6
DISTURBANCE (OTHER),1,2018,10,29.97801189,-90.06220721,5
COMPLAINT OTHER,1,2018,10,29.96081549,-90.08131796,1
SUSPICIOUS PERSON,2,2018,10,30.06812761,-89.9534177,7
TRAFFIC INCIDENT,1,2018,10,29.96089438,-90.10231182,6
COMPLAINT OTHER,1,2018,10,29.96761725,-90.04266847,5
DOMESTIC DISTURBANCE,2,2018,10,29.9692427,-90.10138994,1
FIGHT,2,2018,10,29.96301111,-90.08451629,1
AREA CHECK,1,2018,10,30.01167141,-90.10065541,3
AREA CHECK,1,2018,10,29.96721086,-90.11791462,2
SUSPICIOUS PERSON,2,2018,10,30.04044556,-89.99475747,7
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.95349704,-90.07005775,8
COMPLAINT OTHER,1,2018,10,29.96408511,-90.08904612,1
COMPLAINT OTHER,1,2018,10,29.92400986,-89.98426434,4
AUTO ACCIDENT WITH INJURY,2,2018,10,29.96313176,-90.10735655,2
TRAFFIC INCIDENT,1,2018,10,30.0386592,-89.95506268,7
SUSPICIOUS PERSON,1,2018,10,29.97402193,-90.09799522,1
SUSPICIOUS PERSON,2,2018,10,29.94041558,-90.10805235,2
DISTURBANCE (OTHER),2,2018,10,29.97089854,-90.11675324,2
SHOPLIFTING,1,2018,10,29.96522069,-90.03094773,5
AREA CHECK,1,2018,10,30.00064327,-90.10421346,3
DISTURBANCE (OTHER),1,2018,10,29.97122544,-90.06485868,1
AUTO ACCIDENT,2,2018,10,29.96782222,-90.10766575,6
COMPLAINT OTHER,2,2018,10,30.06823409,-89.94131033,7
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.9543318,-90.06820791,8
COMPLAINT OTHER,1,2018,10,29.91943777,-89.97647539,4
COMPLAINT OTHER,1,2018,10,30.02253186,-90.05125721,3
DISTURBANCE (OTHER),1,2018,10,29.97121497,-90.104011,1
COMPLAINT OTHER,1,2018,10,29.95895047,-90.06993714,1
DISTURBANCE (OTHER),1,2018,10,29.97797833,-90.07683915,1
AREA CHECK,1,2018,10,29.96733149,-90.09827678,1
MENTAL PATIENT,2,2018,10,0,0,3
"BURGLAR ALARM, SILENT",2,2018,10,29.9577074,-90.12018452,2
AUTO THEFT,0,2018,10,29.9674391,-90.09934592,1
"BURGLAR ALARM, SILENT",2,2018,10,30.01155453,-90.0213875,3
COMPLAINT OTHER,2,2018,10,30.02743735,-90.00874406,7
FIGHT,2,2018,10,29.95518283,-90.10080209,6
TRAFFIC INCIDENT,2,2018,10,29.9810694,-90.11364149,3
"BURGLAR ALARM, SILENT",1,2018,10,29.96815295,-90.08685858,1
FIGHT,1,2018,10,29.96815528,-90.06310326,1
AUTO ACCIDENT WITH INJURY,2,2018,10,29.95658845,-90.12159241,2
SUSPICIOUS PERSON,1,2018,10,29.93876971,-90.07331951,6
"BURGLAR ALARM, SILENT",2,2018,10,29.9755184,-90.10245772,3
SIMPLE BATTERY,1,2018,10,29.93813587,-90.07970698,6
FIGHT,2,2018,10,29.93860053,-90.08050199,6
COMPLAINT OTHER,1,2018,10,29.92481845,-90.02156063,4
COMPLAINT OTHER,1,2018,10,29.96455887,-90.11139009,2
SUSPICIOUS PERSON,1,2018,10,30.04105547,-89.99511457,7
DISTURBANCE (OTHER),1,2018,10,29.94690606,-90.08862763,6
DISCHARGING FIREARM,2,2018,10,29.97149484,-90.07629245,1
SHOPLIFTING,0,2018,10,29.9622392,-90.1158273,2
COMPLAINT OTHER,1,2018,10,29.97523553,-90.08613651,1
"BURGLAR ALARM, SILENT",2,2018,10,30.03058204,-90.05311081,3
"BURGLAR ALARM, SILENT",2,2018,10,29.9386009,-90.08488133,6
DISTURBANCE (OTHER),1,2018,10,29.97497497,-90.05476749,5
THEFT,0,2018,10,30.04355749,-89.96173256,7
BUSINESS CHECK,1,2018,10,29.92069927,-90.01252771,4
MENTAL PATIENT,2,2018,10,0,0,3
MENTAL PATIENT,2,2018,10,0,0,6
RETURN FOR ADDITIONAL INFO,1,2018,10,29.94983828,-90.03189416,4
TOW IMPOUNDED VEHICLE (PRIVATE),0,2018,10,29.96052634,-90.0893439,1
COMPLAINT OTHER,1,2018,10,29.93884872,-90.10076535,2
COMPLAINT OTHER,1,2018,10,29.92028468,-90.02314586,4
DISTURBANCE (OTHER),1,2018,10,30.02851015,-89.9921898,7
AREA CHECK,1,2018,10,30.01167141,-90.10065541,3
FUGITIVE ATTACHMENT,1,2018,10,29.96492167,-90.07093571,1
RETURN FOR ADDITIONAL INFO,1,2018,10,29.96514325,-90.09811168,1
AREA CHECK,1,2018,10,29.96108622,-90.08301448,1
RETURN FOR ADDITIONAL INFO,1,2018,10,29.97062974,-90.03445086,5
MENTAL PATIENT,2,2018,10,0,0,3
SUSPICIOUS PERSON,2,2018,10,30.04220934,-89.96967521,7
RECKLESS DRIVING,2,2018,10,30.02607893,-90.01038812,7
AREA CHECK,1,2018,10,29.95106239,-90.10907366,2
DISTURBANCE (OTHER),2,2018,10,29.95645191,-90.11288274,2
BUSINESS CHECK,1,2018,10,29.92581669,-90.01971498,4
SIMPLE BATTERY DOMESTIC,2,2018,10,29.96028785,-90.01708427,5
COMPLAINT OTHER,1,2018,10,30.06854899,-89.9416385,7
EXTORTION (THREATS),1,2018,10,29.97877094,-90.09658259,3
DISTURBANCE (OTHER),1,2018,10,30.0283139,-90.01174386,7
"BURGLAR ALARM, SILENT",2,2018,10,0.0,0.0,0
DISTURBANCE (OTHER),1,2018,10,29.92687167,-90.02446207,4
TRAFFIC INCIDENT,1,2018,10,29.94380034,-90.08032211,6
COMPLAINT OTHER,1,2018,10,29.94317615,-90.09609665,6
DISTURBANCE (OTHER),1,2018,10,29.96668682,-90.08612602,1
AREA CHECK,1,2018,10,29.9243165,-90.01376151,4
BUSINESS CHECK,1,2018,10,29.96527513,-90.09759424,1
SIMPLE CRIMINAL DAMAGE,1,2018,10,29.97484089,-90.03614157,5
COMPLAINT OTHER,1,2018,10,29.99954409,-90.06241497,3
DISTURBANCE (OTHER),1,2018,10,30.00572817,-90.03268998,3
COMPLAINT OTHER,1,2018,10,29.96195459,-90.05818625,8
PROWLER,2,2018,10,30.01883078,-89.97313532,7
DISTURBANCE (OTHER),1,2018,10,30.00306974,-90.07712991,3
SUSPICIOUS PERSON,2,2018,10,29.93684824,-90.08705458,6
TRAFFIC INCIDENT,1,2018,10,29.9350387,-90.09349001,6
AREA CHECK,1,2018,10,30.01912772,-90.10091366,3
DISCHARGING FIREARM,2,2018,10,29.94154414,-90.08186007,6
RECKLESS DRIVING,1,2018,10,29.99923474,-90.10885421,3
DOMESTIC DISTURBANCE,1,2018,10,29.92138407,-90.00944494,4
DISTURBANCE (OTHER),1,2018,10,29.96211536,-90.02086742,5
AREA CHECK,1,2018,10,29.92506587,-90.0781415,6
DISTURBANCE (OTHER),2,2018,10,29.91901383,-90.02314709,4
DOMESTIC DISTURBANCE,2,2018,10,29.98003513,-90.04880516,5
SUSPICIOUS PERSON,2,2018,10,29.96482519,-90.09057261,1
COMPLAINT OTHER,1,2018,10,29.9308281,-90.09079545,6
"BURGLAR ALARM, SILENT",1,2018,10,29.91161689,-89.99219553,4
COMPLAINT OTHER,1,2018,10,29.9350387,-90.09349001,6
TRAFFIC INCIDENT,1,2018,10,30.06169948,-89.93635026,7
AREA CHECK,1,2018,10,29.96444132,-90.11937501,2
PROWLER,1,2018,10,29.95596638,-90.07869293,8
SUSPICIOUS PERSON,2,2018,10,29.97207133,-90.12125485,3
AREA CHECK,1,2018,10,30.0618353,-89.95802685,7
HOLD UP ALARM,1,2018,10,29.92687464,-90.01306613,4
"BURGLAR ALARM, SILENT",2,2018,10,30.01776892,-90.11181109,3
HIT & RUN,2,2018,10,30.02251099,-90.01024066,7
DISTURBANCE (OTHER),1,2018,10,30.01970272,-90.07609506,3
DISCHARGING FIREARM,2,2018,10,29.93387522,-90.09120734,6
COMPLAINT OTHER,1,2018,10,29.95141027,-90.07488559,8
COMPLAINT OTHER,1,2018,10,29.96026084,-90.09482562,1
COMPLAINT OTHER,1,2018,10,30.01883078,-89.97313532,7
AREA CHECK,1,2018,10,29.95421242,-90.04155655,4
SIMPLE BATTERY DOMESTIC,2,2018,10,29.98936823,-90.0636305,3
MUNICIPAL ATTACHMENT,1,2018,10,29.96195459,-90.05818625,8
TRAFFIC INCIDENT,1,2018,10,29.95248427,-90.10292639,2
COMPLAINT OTHER,1,2018,10,29.96133646,-90.12058362,2
SIMPLE BATTERY,1,2018,10,30.02334944,-89.9643574,7
TRAFFIC INCIDENT,1,2018,10,29.97969799,-90.05779314,5
TRAFFIC INCIDENT,1,2018,10,29.9392877,-90.08686805,6
DISTURBANCE (OTHER),1,2018,10,29.95884115,-90.07042591,1
COMPLAINT OTHER,2,2018,10,30.0160242,-90.04597463,3
HIT & RUN,2,2018,10,29.98982307,-90.05865029,3
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
DISTURBANCE (OTHER),2,2018,10,29.98088252,-90.07062052,1
SUSPICIOUS PERSON,2,2018,10,30.02908336,-89.97492279,7
"BURGLAR ALARM, SILENT",2,2018,10,29.91748948,-90.10252156,2
COMPLAINT OTHER,1,2018,10,29.92966596,-90.01978841,4
COMPLAINT OTHER,1,2018,10,29.95407977,-90.06986081,8
AREA CHECK,1,2018,10,30.01517973,-90.09912056,3
MEDICAL,2,2018,10,0,0,1
SUICIDE THREAT,2,2018,10,0,0,5
AREA CHECK,1,2018,10,30.01727895,-90.10225171,3
AREA CHECK,1,2018,10,29.92607472,-90.10770897,2
COMPLAINT OTHER,1,2018,10,30.0273248,-90.08823883,3
MEDICAL,2,2018,10,0,0,8
TRAFFIC INCIDENT,1,2018,10,29.98006246,-90.04059065,5
AREA CHECK,1,2018,10,29.96819519,-90.10147165,1
TRAFFIC INCIDENT,1,2018,10,29.942266,-90.08887856,6
WARR STOP WITH RELEASE,0,2018,10,29.92864286,-90.03701711,4
BUSINESS CHECK,1,2018,10,29.91902163,-90.01455323,4
COMPLAINT OTHER,1,2018,10,29.92722522,-90.06766747,6
MEDICAL,2,2018,10,0,0,6
DISTURBANCE (OTHER),1,2018,10,29.93699364,-90.08681677,6
SIMPLE BATTERY,2,2018,10,29.9296918,-90.01860369,4
AREA CHECK,1,2018,10,29.96776772,-90.09281791,1
COMPLAINT OTHER,1,2018,10,29.99389214,-90.07249226,3
AUTO ACCIDENT,1,2018,10,29.95381385,-90.08282733,1
TRAFFIC INCIDENT,1,2018,10,29.99202922,-90.03502094,5
SUSPICIOUS PERSON,2,2018,10,29.91652555,-90.11119443,2
COMPLAINT OTHER,1,2018,10,29.96166872,-90.0740017,1
AREA CHECK,1,2018,10,29.95211775,-90.0548932,4
DISTURBANCE (OTHER),1,2018,10,29.96555054,-90.06275986,8
TRAFFIC INCIDENT,1,2018,10,29.91652555,-90.11119443,2
TRAFFIC INCIDENT,1,2018,10,29.93639011,-90.11604614,2
TRAFFIC INCIDENT,1,2018,10,29.96307381,-90.10144512,1
WARR STOP WITH RELEASE,0,2018,10,29.92864286,-90.03701711,4
WARR STOP WITH RELEASE,0,2018,10,29.92864286,-90.03701711,4
"BURGLAR ALARM, SILENT",1,2018,10,29.91666565,-89.9791721,4
MEDICAL,2,2018,10,0,0,8
DISTURBANCE (OTHER),1,2018,10,30.04168259,-89.98022946,7
SUSPICIOUS PERSON,2,2018,10,29.95561609,-90.07289762,8
COMPLAINT OTHER,1,2018,10,29.93884872,-90.10076535,2
WARR STOP WITH RELEASE,0,2018,10,0.0,0.0,0
WARR STOP WITH RELEASE,0,2018,10,0.0,0.0,0
WARR STOP WITH RELEASE,0,2018,10,0.0,0.0,0
AREA CHECK,1,2018,10,29.92087751,-90.11502707,2
COMPLAINT OTHER,1,2018,10,29.92860345,-90.13125148,2
BUSINESS CHECK,1,2018,10,30.0424099,-89.95728209,7
MUNICIPAL ATTACHMENT,1,2018,10,29.96026084,-90.09482562,1
AREA CHECK,1,2018,10,29.90419469,-89.99141229,4
SILENT 911 CALL,2,2018,10,29.95075555,-90.07045847,8
AREA CHECK,1,2018,10,29.92581669,-90.01971498,4
AREA CHECK,1,2018,10,30.01708285,-90.10002208,3
COMPLAINT OTHER,1,2018,10,29.99954369,-90.0610962,3
AREA CHECK,1,2018,10,29.95501184,-90.04668268,4
COMPLAINT OTHER,1,2018,10,29.95803077,-90.08574789,1
AREA CHECK,1,2018,10,29.97013426,-90.09468972,1
TRAFFIC INCIDENT,1,2018,10,0.0,0.0,0
SEXUAL BATTERY,2,2018,10,0,0,6
AREA CHECK,1,2018,10,30.00126946,-90.1131287,3
DISTURBANCE (OTHER),1,2018,10,30.06716767,-89.95054828,7
TRAFFIC INCIDENT,1,2018,10,30.02311213,-90.01924679,7
SIMPLE RAPE,2,2018,10,0,0,5
MISSING JUVENILE,1,2018,10,0,0,5
WARR STOP WITH RELEASE,0,2018,10,29.91652555,-90.11119443,2
TRAFFIC INCIDENT,1,2018,10,29.96413298,-90.07304389,1
COMPLAINT OTHER,1,2018,10,29.92698299,-90.1147214,2
SIMPLE BATTERY DOMESTIC,2,2018,10,30.00405298,-90.03583906,3
SHOPLIFTING,0,2018,10,29.94245289,-90.0961157,6
COMPLAINT OTHER,1,2018,10,29.95473409,-90.06900222,8
MENTAL PATIENT,2,2018,10,0,0,7
DISTURBANCE (OTHER),1,2018,10,30.02735574,-90.01133827,7
COMPLAINT OTHER,1,2018,10,29.96026084,-90.09482562,1
AREA CHECK,1,2018,10,29.96304816,-90.09195541,1
WARR STOP WITH RELEASE,0,2018,10,29.91652555,-90.11119443,2
WARR STOP WITH RELEASE,0,2018,10,29.91652555,-90.11119443,2
WARR STOP WITH RELEASE,0,2018,10,29.91652555,-90.11119443,2
WARR STOP WITH RELEASE,0,2018,10,29.91652555,-90.11119443,2
AUTO ACCIDENT,1,2018,10,30.05103654,-89.96535285,7
HIT & RUN WITH INJURIES,2,2018,10,30.05103654,-89.96535285,7
DOMESTIC DISTURBANCE,2,2018,10,30.01423806,-90.02027486,7
HIT & RUN WITH INJURIES,2,2018,10,30.05103654,-89.96535285,7
AREA CHECK,1,2018,10,30.01881655,-90.09869041,3
RECOVERY OF REPORTED STOLEN VEHICLE,1,2018,10,29.92860345,-90.13125148,2
AREA CHECK,1,2018,10,29.95167277,-90.07839437,8
TRAFFIC INCIDENT,1,2018,10,29.99590881,-90.05914143,3
AREA CHECK,1,2018,10,29.93903103,-90.0807134,6
TRAFFIC INCIDENT,1,2018,10,29.94071481,-90.08972682,6
RETURN FOR ADDITIONAL INFO,1,2018,10,30.02756361,-89.96817036,7
AREA CHECK,1,2018,10,30.01375424,-90.10368556,3
SIMPLE BATTERY DOMESTIC,2,2018,10,29.97292372,-90.06049408,5
TRAFFIC INCIDENT,1,2018,10,29.95965889,-90.07466611,1
COMPLAINT OTHER,2,2018,10,29.96676379,-90.00939783,5
DISTURBANCE (OTHER),2,2018,10,30.03678857,-89.98958333,7
COMPLAINT OTHER,1,2018,10,29.92581669,-90.01971498,4
TRAFFIC INCIDENT,1,2018,10,29.98248861,-90.03692985,5
MENTAL PATIENT,2,2018,10,0,0,2
COMPLAINT OTHER,1,2018,10,29.95821734,-90.07251601,1
TRAFFIC INCIDENT,1,2018,10,30.00527738,-90.03633042,3
BUSINESS CHECK,1,2018,10,29.94063748,-90.10413758,2
AUTO ACCIDENT WITH INJURY,2,2018,10,29.96583175,-90.09962365,1
AREA CHECK,1,2018,10,29.95084984,-90.13084625,2
TRAFFIC INCIDENT,1,2018,10,29.94479316,-90.07820411,6
AREA CHECK,1,2018,10,29.93335513,-90.02750448,4
DIRECTED PATROL,1,2018,10,29.96387915,-90.05169918,5
HOLD UP ALARM,2,2018,10,29.93283571,-90.10127857,6
AREA CHECK,1,2018,10,29.94496552,-90.08995386,6
PROWLER,2,2018,10,29.97524759,-90.0300148,5
COMPLAINT OTHER,1,2018,10,29.95785622,-90.06617255,8
DRUG VIOLATIONS,1,2018,10,30.00416815,-90.03634795,3
COMPLAINT OTHER,1,2018,10,29.97612326,-90.03330033,5
NOISE COMPLAINT,1,2018,10,29.93356611,-90.09108701,6
PROWLER,2,2018,10,29.98555795,-90.09519357,3
COMPLAINT OTHER,1,2018,10,29.94970576,-90.08872303,6
COMPLAINT OTHER,1,2018,10,29.95926043,-90.06984257,1
DRUG VIOLATIONS,1,2018,10,29.95996774,-90.10840522,2
COMPLAINT OTHER,1,2018,10,29.96955016,-90.03332227,5
"BURGLAR ALARM, SILENT",2,2018,10,29.92831036,-90.10678625,2
BUSINESS CHECK,1,2018,10,29.95886296,-90.06555321,8
COMPLAINT OTHER,1,2018,10,29.93675764,-90.0922136,6
DOMESTIC DISTURBANCE,2,2018,10,29.98093688,-90.04760693,5
COMPLAINT OTHER,1,2018,10,29.96406341,-90.11225184,2
COMPLAINT OTHER,1,2018,10,29.95183529,-90.04485918,4
TRAFFIC INCIDENT,1,2018,10,29.98017993,-90.04963251,5
DISTURBANCE (OTHER),2,2018,10,29.93265831,-90.00426385,4
MUNICIPAL ATTACHMENT,1,2018,10,30.00527738,-90.03633042,3
AREA CHECK,1,2018,10,29.93370294,-90.09817473,6
DRUG VIOLATIONS,1,2018,10,29.95548846,-90.0684521,8
AREA CHECK,1,2018,10,29.93211869,-90.03968741,4
WARR STOP WITH RELEASE,0,2018,10,29.94071481,-90.08972682,6
COMPLAINT OTHER,1,2018,10,29.99954369,-90.0610962,3
MISSING ADULT,1,2018,10,29.96812402,-90.03928572,5
AREA CHECK,1,2018,10,29.96755488,-90.09444069,1
SUSPICIOUS PERSON,2,2018,10,29.98275118,-90.09760243,3
DOMESTIC DISTURBANCE,2,2018,10,29.98185698,-90.05977635,5
AREA CHECK,1,2018,10,29.99874962,-90.10338199,3
AREA CHECK,1,2018,10,29.9514812,-90.09395167,6
PROWLER,2,2018,10,29.92173241,-90.11920315,2
SHOPLIFTING,1,2018,10,29.91127634,-90.02001979,4
DISTURBANCE (OTHER),2,2018,10,29.97326333,-90.05734351,5
MEDICAL,2,2018,10,0,0,2
TRAFFIC INCIDENT,1,2018,10,29.99834085,-90.06052731,3
WARR STOP WITH RELEASE,0,2018,10,29.94970576,-90.08872303,6
FIRE,1,2018,10,30.05722335,-89.94350155,7
WARR STOP WITH RELEASE,0,2018,10,29.94970576,-90.08872303,6
WARR STOP WITH RELEASE,0,2018,10,29.94970576,-90.08872303,6
DISCHARGING FIREARM,2,2018,10,30.04178605,-89.91385604,7
COMPLAINT OTHER,1,2018,10,29.96749129,-90.05931155,8
AREA CHECK,1,2018,10,29.9375179,-90.09087429,6
COMPLAINT OTHER,1,2018,10,29.96169359,-90.05858516,8
FIRE,1,2018,10,30.07482627,-89.94344402,7
TRAFFIC INCIDENT,1,2018,10,29.94547579,-90.08663544,6
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
FIRE,1,2018,10,30.06820002,-89.94029651,7
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
COMPLAINT OTHER,1,2018,10,29.96050787,-90.06656545,8
FIGHT,2,2018,10,29.96146021,-90.05857772,8
